#  Index into NumPy file "pose_data_tless-30-epos.npz".
#  Created at  6:47PM EDT on Sep 11, 2023
#    DATASET:   tless
#    OBJECT:    30
#    ESTIMATOR: epos
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000001	1	*	FN	0.9900573271228951	*	*	*	372.0,304.0,490.0,424.0	*
000001	337	27	TP	0.9059756097560976	0.0	0.02705194355408787	0.029036827490613516	360.0,175.0,462.0,270.0	1.0,337.0,31.0,337.0
000001	347	28	TP	0.7647617039223956	0.0	0.0850395516798694	0.028369113746975726	420.0,209.0,529.0,310.0	1.0,347.0,31.0,347.0
000001	356	29	TP	0.9841026104236293	0.0	0.03714681246935214	0.009797022190657832	407.0,251.0,525.0,364.0	1.0,356.0,31.0,356.0
000001	364	30	TP	0.9831782390837509	0.0	0.01102217717314821	0.023319563404209213	344.0,260.0,465.0,367.0	1.0,364.0,31.0,364.0
000001	375	31	TP	0.9973005678115983	0.0	0.0013809046520053812	0.013451409845699001	225.0,253.0,345.0,359.0	1.0,375.0,31.0,375.0
000001	384	32	TP	0.9907347554406378	0.0	0.029435044431702334	0.018680164364705647	185.0,227.0,297.0,322.0	1.0,384.0,31.0,384.0
000001	394	*	FN	0.28309492847854356	*	*	*	224.0,201.0,327.0,288.0	*
000001	396	33	TP	0.3325326928209234	0.0	1.837387242688256	12.434183838122179	240.0,198.0,341.0,284.0	1.0,396.0,31.0,396.0
000001	402	34	TP	0.6267762607968793	0.0	0.7800134826046564	0.46656001423799126	292.0,192.0,391.0,275.0	1.0,402.0,31.0,402.0
000001	418	*	FN	0.5885391638635271	*	*	*	415.0,214.0,521.0,304.0	*
000001	425	35	TP	0.9641622131405219	0.0	0.03229364335837072	0.02286442728595245	420.0,235.0,534.0,333.0	1.0,425.0,31.0,425.0
000001	434	36	TP	0.9705304518664047	0.0	0.03986315635499684	0.021975132229736405	365.0,245.0,485.0,337.0	1.0,434.0,31.0,434.0
000001	442	37	TP	0.991203518592563	0.0	0.03231084663782104	0.031529032768186194	276.0,245.0,397.0,338.0	1.0,442.0,31.0,442.0
000001	455	38	TP	0.9917914051183003	0.0	0.14836811348538195	0.02373108408278059	188.0,231.0,300.0,314.0	1.0,455.0,31.0,455.0
000001	464	39	TP	0.09544405997693195	0.0	1.8933656590863863	4.9384268350055205	214.0,220.0,316.0,296.0	1.0,464.0,31.0,464.0
000001	474	40	TP	0.37902454574434175	0.0	1.5683345591605033	0.2775522781125135	294.0,216.0,391.0,288.0	1.0,474.0,31.0,474.0
000001	482	41	TP	0.39746365604701517	0.0	2.5833994105309412	15.175609740184871	364.0,218.0,463.0,292.0	1.0,482.0,31.0,482.0
000001	488	42	TP	0.4535744802050698	0.0	2.9648368033096886	0.03496860206017936	405.0,225.0,508.0,301.0	1.0,488.0,31.0,488.0
000001	493	43	TP	0.6287634061248223	0.0	0.014774400951366324	0.028945322432029682	421.0,230.0,529.0,311.0	1.0,493.0,31.0,493.0
000015	1	44	TP	0.9582897173685482	0.0	1.5247823079375018	0.32148407906136955	431.0,131.0,553.0,256.0	15.0,1.0,45.0,1.0
000015	12	*	FN	0.9762836748791158	*	*	*	417.0,255.0,544.0,385.0	*
000015	18	45	TP	0.9936469520496143	0.0	1.135211694142257	8.31607828729231	360.0,303.0,488.0,432.0	15.0,18.0,45.0,18.0
000015	28	*	FN	0.9926764816912043	*	*	*	233.0,306.0,362.0,436.0	*
000015	40	*	FN	0.9524443748041367	*	*	*	151.0,195.0,276.0,323.0	*
000015	53	*	FN	0.9385073146541036	*	*	*	226.0,68.0,346.0,193.0	*
000015	62	*	FN	0.9458805870580387	*	*	*	332.0,53.0,452.0,181.0	*
000015	72	46	TP	0.9564619244153112	0.0	1.0577263343995835	0.021292406640492176	428.0,117.0,548.0,243.0	15.0,72.0,45.0,72.0
000015	77	47	TP	0.9658192528290187	0.0	1.495567691260788	0.9626501022987785	441.0,167.0,565.0,299.0	15.0,77.0,45.0,77.0
000015	90	48	TP	0.9534982632735521	0.0	0.6987950886045435	0.02610058673204553	356.0,279.0,486.0,413.0	15.0,90.0,45.0,90.0
000015	103	49	TP	0.9726756309772058	0.0	0.992668748615784	0.026755465584378992	196.0,258.0,325.0,396.0	15.0,103.0,45.0,103.0
000015	112	50	TP	0.9722522801051167	0.0	0.990687752351555	0.0218941128314294	153.0,172.0,277.0,304.0	15.0,112.0,45.0,112.0
000015	126	51	TP	0.9785763059064527	0.0	3.051848138508592	0.08819443296290488	246.0,60.0,362.0,183.0	15.0,126.0,45.0,126.0
000015	144	52	TP	0.9818580710488566	0.0	0.0903984918633806	0.03144770785956179	427.0,115.0,545.0,237.0	15.0,144.0,45.0,144.0
000015	149	53	TP	0.979064623163217	0.0	0.08798584545137653	0.03086030136978486	441.0,157.0,563.0,286.0	15.0,149.0,45.0,149.0
000015	156	54	TP	0.9770775724057633	0.0	0.034038346947243926	0.004365667961983484	416.0,216.0,543.0,352.0	15.0,156.0,45.0,156.0
000015	159	55	TP	0.979165205191161	0.0	0.0350936434544373	0.009019347054616498	389.0,237.0,519.0,374.0	15.0,159.0,45.0,159.0
000015	164	56	TP	0.9844175285792053	0.0	0.08959452566571796	0.026379615666237595	330.0,258.0,462.0,398.0	15.0,164.0,45.0,164.0
000015	175	57	TP	0.9863399521194198	0.0	0.08663168250794624	0.002036316086719721	196.0,233.0,325.0,371.0	15.0,175.0,45.0,175.0
000015	183	58	TP	0.9857187208941323	0.0	0.04252172057765755	0.014882487129709068	156.0,170.0,280.0,300.0	15.0,183.0,45.0,183.0
000015	190	59	TP	0.9927517694209943	0.0	0.030299996051256994	0.0035456672196814724	178.0,111.0,296.0,235.0	15.0,190.0,45.0,190.0
000015	198	60	TP	0.9849177330895795	0.0	0.05693357852891146	0.024107340238518602	250.0,68.0,363.0,184.0	15.0,198.0,45.0,198.0
000015	210	61	TP	0.986960065199674	0.0	0.06192159020037048	0.01772162951140664	382.0,78.0,496.0,198.0	15.0,210.0,45.0,210.0
000015	217	62	TP	0.9848566792861005	0.0	0.05347467245377873	0.03780487355003034	431.0,125.0,547.0,240.0	15.0,217.0,45.0,217.0
000015	231	63	TP	0.9885264828979651	0.0	0.050817971410934505	0.020271953401002043	390.0,215.0,519.0,347.0	15.0,231.0,45.0,231.0
000015	239	64	TP	0.9818823041283452	0.0	0.051989285065363065	0.004461834893537674	292.0,235.0,423.0,371.0	15.0,239.0,45.0,239.0
000015	253	65	TP	0.993974948469954	0.0	0.04430512503161726	0.018531326739528026	163.0,174.0,286.0,297.0	15.0,253.0,45.0,253.0
000015	267	66	TP	0.9917363502213478	0.0	0.02745407429218212	0.006056595656033457	224.0,92.0,335.0,201.0	15.0,267.0,45.0,267.0
000015	273	67	TP	0.9902673906362053	0.0	0.01537081963796209	0.020173186811221062	286.0,77.0,395.0,185.0	15.0,273.0,45.0,273.0
000015	293	68	TP	0.9905731523378583	0.0	0.03087638264505656	0.018138215347485644	438.0,148.0,555.0,256.0	15.0,293.0,45.0,293.0
000015	304	69	TP	0.9929204916757429	0.0	0.03745864408844006	0.013550313304193935	386.0,198.0,513.0,317.0	15.0,304.0,45.0,304.0
000015	311	70	TP	0.9907621247113164	0.0	0.025486444024674107	0.0012312014499646366	300.0,209.0,430.0,333.0	15.0,311.0,45.0,311.0
000015	320	71	TP	0.9926120114394662	0.0	0.03083344799257847	0.012782680379070014	196.0,191.0,322.0,309.0	15.0,320.0,45.0,320.0
000015	338	72	TP	0.9931147540983607	0.0	0.015730338070109533	0.019408313137795865	214.0,111.0,323.0,210.0	15.0,338.0,45.0,338.0
000015	349	73	TP	0.9389429274581038	0.0	0.025351877201416465	0.014766418474095898	327.0,98.0,432.0,194.0	15.0,349.0,45.0,349.0
000015	362	74	TP	0.9867030344357314	0.0	0.03015865952691197	0.022718234314533677	432.0,144.0,543.0,235.0	15.0,362.0,45.0,362.0
000015	379	75	TP	0.9957472144254487	0.0	0.03793562745585821	0.019340213306321304	347.0,183.0,475.0,290.0	15.0,379.0,45.0,379.0
000015	392	76	TP	0.9909584086799277	0.0	0.011988316864348399	0.02387009738149369	196.0,171.0,320.0,275.0	15.0,392.0,45.0,392.0
000015	400	77	TP	0.9955451845566398	0.0	0.0140562606029453	0.023647685003185922	170.0,149.0,285.0,244.0	15.0,400.0,45.0,400.0
000015	414	78	TP	0.8810092961487384	0.0	0.014623914302681246	0.016099031286502558	260.0,122.0,363.0,205.0	15.0,414.0,45.0,414.0
000015	420	79	TP	0.8443000270782561	0.0	0.240162235755	0.028688543086208572	321.0,121.0,423.0,204.0	15.0,420.0,45.0,420.0
000015	427	80	TP	0.9537275064267352	0.0	0.026048473470835942	0.025341910071751555	390.0,128.0,494.0,213.0	15.0,427.0,45.0,427.0
000015	437	81	TP	0.9747138004780476	0.0	0.09100551426397996	0.030191059549217542	437.0,157.0,549.0,236.0	15.0,437.0,45.0,437.0
000015	445	82	TP	0.9907978780989499	0.0	0.08887747139098633	0.020111103783194653	409.0,163.0,529.0,248.0	15.0,445.0,45.0,445.0
000015	455	83	TP	0.991282813273898	0.0	0.03091772942900341	0.030167395450507773	298.0,164.0,423.0,254.0	15.0,455.0,45.0,455.0
000015	464	84	TP	0.9936952340243642	0.0	0.08132028912556523	0.0364178021364709	200.0,159.0,321.0,244.0	15.0,464.0,45.0,464.0
000015	471	85	TP	0.9919285801638743	0.0	0.05751590965404065	0.03422642440770166	175.0,153.0,288.0,232.0	15.0,471.0,45.0,471.0
000015	480	*	FN	0.6985743380855397	*	*	*	211.0,147.0,314.0,220.0	*
000015	491	*	FN	0.5485878410722834	*	*	*	313.0,146.0,412.0,215.0	*
000015	500	86	TP	0.6775728732897085	0.0	0.08107595584992953	0.01811626364746047	397.0,150.0,499.0,222.0	15.0,500.0,45.0,500.0
000019	1	87	TP	0.978021978021978	0.0	1.7705437494856826	0.3138346155246378	439.0,292.0,559.0,413.0	19.0,1.0,49.0,1.0
000019	6	88	TP	0.9959625461730092	0.0	1.6522122681715226	8.039301216308944	387.0,340.0,507.0,461.0	19.0,6.0,49.0,6.0
000019	17	89	TP	0.9946341878885955	0.0	2.369482258406666	0.04159814587725766	228.0,349.0,349.0,471.0	19.0,17.0,49.0,17.0
000019	33	90	TP	0.9622315253003276	0.0	0.02663542167536227	0.006138651030190643	143.0,167.0,259.0,286.0	19.0,33.0,49.0,33.0
000019	42	91	TP	0.9512915832618435	0.0	0.03454612461231066	0.006030059507630424	223.0,79.0,334.0,198.0	19.0,42.0,49.0,42.0
000019	47	92	TP	0.9560153994225217	0.0	0.035604658932708824	0.00814633371427053	288.0,59.0,398.0,177.0	19.0,47.0,49.0,47.0
000019	55	93	TP	0.9433460076045628	0.0	0.056260130672838984	0.006726849866685609	392.0,82.0,504.0,202.0	19.0,55.0,49.0,55.0
000019	74	94	TP	0.9486991273142484	0.0	0.0640344450301999	0.009404807426978459	428.0,299.0,549.0,427.0	19.0,74.0,49.0,74.0
000019	80	95	TP	0.9411764705882353	0.0	2.4682917552901418	0.024429748083180356	352.0,343.0,475.0,474.0	19.0,80.0,49.0,80.0
000019	88	96	TP	0.9369681689253073	0.0	0.02103698255118153	0.006452543694706904	232.0,339.0,355.0,470.0	19.0,88.0,49.0,88.0
000019	98	97	TP	0.9494651730817822	0.0	0.10023903450237043	0.010355857223166346	141.0,247.0,260.0,373.0	19.0,98.0,49.0,98.0
000019	109	98	TP	0.9611492936235204	0.0	0.13277098174023713	0.02122354321735966	177.0,124.0,289.0,243.0	19.0,109.0,49.0,109.0
000019	115	99	TP	0.9572277227722772	0.0	0.05644305538411403	0.023165354150768737	244.0,84.0,352.0,201.0	19.0,115.0,49.0,115.0
000019	123	100	TP	0.9484402940592093	0.0	1.177430013295247	0.02766756055890822	349.0,79.0,457.0,195.0	19.0,123.0,49.0,123.0
000019	128	101	TP	0.913742973444466	0.0	0.01999361143938526	0.00476847110926026	408.0,105.0,518.0,223.0	19.0,128.0,49.0,128.0
000019	140	102	TP	0.8905793364277119	0.0	0.785221461879753	0.027833949799640812	464.0,231.0,581.0,354.0	19.0,140.0,49.0,140.0
000019	145	103	TP	0.9272712757464474	0.0	0.06854235206890132	0.0020591403536440946	440.0,275.0,562.0,404.0	19.0,145.0,49.0,145.0
000019	150	104	TP	0.9545074172689235	0.0	0.03820110147747553	0.006104519615751935	387.0,314.0,511.0,448.0	19.0,150.0,49.0,150.0
000019	161	105	TP	0.9495993409720662	0.0	3.0647517139103417	0.0351669513391729	223.0,320.0,348.0,455.0	19.0,161.0,49.0,161.0
000019	180	106	TP	0.9063414634146342	0.0	0.15255787056993714	0.04195866786162791	169.0,148.0,279.0,264.0	19.0,180.0,49.0,180.0
000019	186	107	TP	0.888355592654424	0.0	0.09092182332387938	0.03410021248864353	230.0,109.0,336.0,221.0	19.0,186.0,49.0,186.0
000019	196	108	TP	0.933101559207754	0.0	0.03739269139039728	0.011142449133818863	356.0,101.0,461.0,211.0	19.0,196.0,49.0,196.0
000019	219	109	TP	0.9691756830388417	0.0	0.05314887168909791	0.005520083313628912	418.0,284.0,541.0,413.0	19.0,219.0,49.0,219.0
000019	225	110	TP	0.9824612473619097	0.0	0.01980523199001459	0.0017536230578863964	338.0,311.0,465.0,444.0	19.0,225.0,49.0,225.0
000019	234	111	TP	0.9859133709981167	0.0	0.025263829882412277	0.002181174153195862	203.0,295.0,328.0,426.0	19.0,234.0,49.0,234.0
000019	255	112	TP	0.6972639011473963	0.0	1.694723645783393	0.053285052367467715	205.0,142.0,309.0,247.0	19.0,255.0,49.0,255.0
000019	263	113	TP	0.7824316463059918	0.0	1.551793508219503	0.05117526353970518	300.0,121.0,401.0,221.0	19.0,263.0,49.0,263.0
000019	278	114	TP	0.7454472683610166	0.0	1.2115859397554558	0.0641880598434578	452.0,178.0,562.0,289.0	19.0,278.0,49.0,278.0
000019	287	115	TP	0.9053215261110651	0.0	0.049931386458890094	0.003573257271510159	451.0,252.0,571.0,376.0	19.0,287.0,49.0,287.0
000019	291	116	TP	0.9718667979002624	0.0	0.05373861679208998	0.011665636916018123	423.0,268.0,546.0,388.0	19.0,291.0,49.0,291.0
000019	296	117	TP	0.9877862595419847	0.0	0.034055424583152416	0.0020222303861377245	360.0,287.0,487.0,412.0	19.0,296.0,49.0,296.0
000019	307	118	TP	0.9924074659917748	0.0	0.018213077173969916	0.0031460776251661013	197.0,276.0,322.0,398.0	19.0,307.0,49.0,307.0
000019	326	119	TP	0.39463327370304113	0.0	1.1813312267683778	1.5320813939233215	194.0,169.0,298.0,265.0	19.0,326.0,49.0,326.0
000019	333	120	TP	0.47822726101520224	0.0	0.1410585981423397	0.2336079435756667	271.0,150.0,370.0,242.0	19.0,333.0,49.0,333.0
000019	345	121	TP	0.7156052503646086	0.0	0.03643835132294814	0.013389501629477314	410.0,167.0,513.0,262.0	19.0,345.0,49.0,345.0
000019	356	122	TP	0.7782012195121951	0.0	0.07564275276222641	0.004264819521069786	463.0,225.0,578.0,333.0	19.0,356.0,49.0,356.0
000019	364	123	TP	0.9832690960056062	0.0	0.05109397028210469	0.008090839350527792	408.0,258.0,532.0,367.0	19.0,364.0,49.0,364.0
000019	373	124	TP	0.9924230079843572	0.0	0.013883378218967873	0.015361656450274637	276.0,269.0,403.0,380.0	19.0,373.0,49.0,373.0
000019	387	125	TP	0.7608158220024722	0.0	0.218777309585373	0.10040702787020772	145.0,225.0,260.0,323.0	19.0,387.0,49.0,387.0
000019	394	126	TP	0.39158855451406016	0.0	2.7031256027801422	1.7507910419576165	168.0,199.0,274.0,288.0	19.0,394.0,49.0,394.0
000019	401	127	TP	0.2633960130072105	0.0	1.641875170975257	1.3418695004575978	232.0,181.0,331.0,264.0	19.0,401.0,49.0,401.0
000019	411	128	TP	0.6594360086767896	0.0	0.4730227752985225	0.10046758990480588	350.0,179.0,447.0,261.0	19.0,411.0,49.0,411.0
000019	426	129	TP	0.6283739302172482	0.0	0.11560277115379533	0.01706746059535423	462.0,221.0,574.0,314.0	19.0,426.0,49.0,426.0
000019	435	130	TP	0.9575070821529745	0.0	0.05415008018622854	0.0076355008926634075	420.0,240.0,542.0,333.0	19.0,435.0,49.0,435.0
000019	445	131	TP	0.9917722104095406	0.0	0.01985741218412129	0.02432943375620724	277.0,244.0,404.0,340.0	19.0,445.0,49.0,445.0
000019	458	132	TP	0.6929413110628074	0.0	2.5490054802206163	2.531835597214235	149.0,225.0,264.0,310.0	19.0,458.0,49.0,458.0
000019	467	133	TP	0.18519055209389942	0.0	0.9630593172620733	0.7087501399427273	178.0,212.0,281.0,287.0	19.0,467.0,49.0,467.0
000019	481	*	FN	0.07983761840324763	*	*	*	327.0,206.0,421.0,276.0	*
000019	488	134	TP	0.1099952926408285	0.0	0.4555818777243074	0.23023798826504524	402.0,212.0,501.0,285.0	19.0,488.0,49.0,488.0
000019	494	*	FN	0.1388888888888889	*	*	*	449.0,220.0,553.0,297.0	*
