#  Index into NumPy file "pose_data_ycbv-4-epos.npz".
#  Created at  6:49PM EDT on Sep 11, 2023
#    DATASET:   ycbv
#    OBJECT:    4
#    ESTIMATOR: epos
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000050	620	*	FN	0.16643683038082105	*	*	*	396.0,156.0,472.0,288.0	*
000051	515	81	TP	1.0	0.0	2.3265746093275985	0.057763906906832856	389.0,272.0,509.0,387.0	51.0,515.0,55.0,515.0
000051	520	82	TP	0.999884805897938	0.0	3.0027538535922607	0.0671083642329881	394.0,271.0,513.0,387.0	51.0,520.0,55.0,520.0
000051	532	83	TP	1.0	0.0	3.1657995852458956	0.05330208150065553	396.0,275.0,516.0,392.0	51.0,532.0,55.0,532.0
000051	546	84	TP	0.9997723392145703	0.0	5.931344733737211	0.05026183302339504	405.0,276.0,524.0,393.0	51.0,546.0,55.0,546.0
000051	553	85	TP	1.0	0.0	5.523412908518974	0.048639725858078534	400.0,278.0,519.0,395.0	51.0,553.0,55.0,553.0
000051	571	86	TP	1.0	0.0	5.689274634480458	0.05457251100809825	403.0,284.0,522.0,403.0	51.0,571.0,55.0,571.0
000051	582	87	TP	0.9991093297706524	0.0	2.1178769041684595	0.06139289628656352	403.0,305.0,522.0,424.0	51.0,582.0,55.0,582.0
000051	601	88	TP	0.9998897342595655	0.0	2.125208371788139	0.037062721657745004	406.0,299.0,525.0,420.0	51.0,601.0,55.0,601.0
000051	611	89	TP	0.9997810858143608	0.0	2.161095287844835	0.05079032497024468	405.0,297.0,524.0,418.0	51.0,611.0,55.0,611.0
000051	618	90	TP	1.0	0.0	4.6994161488105455	0.03678624143897741	402.0,291.0,521.0,413.0	51.0,618.0,55.0,618.0
000051	636	91	TP	0.9993624481989162	0.0	2.0744326724693978	0.03823814680826924	406.0,305.0,526.0,429.0	51.0,636.0,55.0,636.0
000051	637	92	TP	0.9990466101694915	0.0	0.9929899818475688	0.037355135180644206	407.0,305.0,527.0,429.0	51.0,637.0,55.0,637.0
000051	649	93	TP	0.9994698897370653	0.0	2.875115730338162	0.045031326756122037	391.0,299.0,511.0,423.0	51.0,649.0,55.0,649.0
000051	654	94	TP	0.9998943810730883	0.0	1.9562966752230768	0.03790485747843802	394.0,298.0,513.0,423.0	51.0,654.0,55.0,654.0
000051	669	95	TP	1.0	0.0	1.4629992231002042	0.042640612067852184	397.0,311.0,517.0,437.0	51.0,669.0,55.0,669.0
000051	672	96	TP	1.0	0.0	5.00594020672955	0.03805890231076242	401.0,312.0,522.0,438.0	51.0,672.0,55.0,672.0
000051	675	97	TP	1.0	0.0	3.54605403009497	0.05405529805743954	404.0,309.0,524.0,435.0	51.0,675.0,55.0,675.0
000051	681	98	TP	1.0	0.0	3.042919936958378	0.04304613734540426	405.0,308.0,526.0,435.0	51.0,681.0,55.0,681.0
000051	685	99	TP	1.0	0.0	2.202292799013849	0.04254742701635919	403.0,309.0,524.0,436.0	51.0,685.0,55.0,685.0
000051	694	100	TP	1.0	0.0	1.8268482879270718	0.047385842627869254	399.0,309.0,520.0,437.0	51.0,694.0,55.0,694.0
000051	698	101	TP	1.0	0.0	1.7494235466253687	0.04317560485277837	398.0,304.0,519.0,431.0	51.0,698.0,55.0,698.0
000051	780	102	TP	1.0	0.0	3.38781817212871	0.027697741648305185	390.0,306.0,513.0,437.0	51.0,780.0,55.0,780.0
000051	946	103	TP	0.9999153618281845	0.0	7.265873919087264	0.03422912953561491	404.0,297.0,530.0,436.0	51.0,946.0,55.0,946.0
000051	1038	104	TP	0.9999198332531666	0.0	4.442932580535024	0.026871089477738308	417.0,298.0,545.0,441.0	51.0,1038.0,55.0,1038.0
000051	1045	105	TP	0.999839897534422	0.0	3.762650951994784	0.018613228334789515	416.0,296.0,544.0,440.0	51.0,1045.0,55.0,1045.0
000051	1057	106	TP	0.9998399231631183	0.0	5.852033103215937	0.022261459499574806	416.0,288.0,544.0,432.0	51.0,1057.0,55.0,1057.0
000051	1063	107	TP	1.0	0.0	5.99652105188199	0.02660747064924375	417.0,289.0,545.0,432.0	51.0,1063.0,55.0,1063.0
000051	1076	108	TP	0.9993706238690898	0.0	5.287305168907257	0.021085699132650303	420.0,300.0,549.0,445.0	51.0,1076.0,55.0,1076.0
000051	1080	109	TP	0.9996852128747934	0.0	5.504399669762306	0.028095453714985466	419.0,296.0,548.0,440.0	51.0,1080.0,55.0,1080.0
000051	1091	110	TP	0.9999204834605598	0.0	3.9114705266654193	0.02110122831191376	404.0,288.0,532.0,431.0	51.0,1091.0,55.0,1091.0
000051	1092	111	TP	0.9995228628230616	0.0	3.6891666397543816	0.01821893119929147	404.0,286.0,532.0,429.0	51.0,1092.0,55.0,1092.0
000051	1110	112	TP	0.9999204961043091	0.0	3.1980621195087546	0.026432362095720377	393.0,283.0,520.0,427.0	51.0,1110.0,55.0,1110.0
000051	1111	113	TP	1.0	0.0	2.2298054429586847	0.02677639831471242	393.0,282.0,520.0,425.0	51.0,1111.0,55.0,1111.0
000051	1149	114	TP	0.9997594419052201	0.0	3.2029143939953633	0.028111974860765967	383.0,275.0,508.0,418.0	51.0,1149.0,55.0,1149.0
000051	1150	115	TP	0.9997591715501325	0.0	3.2894437406331747	0.01823457637127122	383.0,276.0,508.0,418.0	51.0,1150.0,55.0,1150.0
000051	1160	116	TP	0.9998393058010606	0.0	3.592404397122586	0.022968161187685188	380.0,276.0,505.0,419.0	51.0,1160.0,55.0,1160.0
000051	1182	117	TP	0.9999209736051842	0.0	2.767669683710066	0.02383550939782338	405.0,281.0,531.0,425.0	51.0,1182.0,55.0,1182.0
000051	1220	118	TP	0.999921519384712	0.0	4.067364665294552	0.018539347284092796	403.0,298.0,529.0,442.0	51.0,1220.0,55.0,1220.0
000051	1528	119	TP	1.0	0.0	2.2988011641331294	0.030213706857478834	379.0,279.0,493.0,427.0	51.0,1528.0,55.0,1528.0
000051	1536	120	TP	0.9882670783481281	0.0	4.756878287481752	0.04032369059692667	380.0,279.0,495.0,428.0	51.0,1536.0,55.0,1536.0
000051	1545	121	TP	1.0	0.0	6.017803578333754	0.03111071260596619	384.0,294.0,500.0,445.0	51.0,1545.0,55.0,1545.0
000051	1566	122	TP	0.999852267690944	0.0	6.438758353378684	0.04747523386043889	390.0,293.0,507.0,446.0	51.0,1566.0,55.0,1566.0
000051	1571	123	TP	1.0	0.0	2.5855230190969545	0.03298866640693871	392.0,297.0,508.0,451.0	51.0,1571.0,55.0,1571.0
000051	1584	124	TP	0.9944263481722765	0.0	4.863506473416961	0.042130554914795164	395.0,291.0,511.0,446.0	51.0,1584.0,55.0,1584.0
000051	1588	125	TP	0.9979091564527758	0.0	7.813635501104134	0.02685952068763399	394.0,283.0,511.0,439.0	51.0,1588.0,55.0,1588.0
000051	1603	126	TP	0.9996506916305715	0.0	4.496889360301798	0.04520534478752216	407.0,269.0,525.0,427.0	51.0,1603.0,55.0,1603.0
000051	1611	127	TP	1.0	0.0	7.110889332414992	0.036881473334055746	401.0,265.0,519.0,425.0	51.0,1611.0,55.0,1611.0
000051	1617	128	TP	1.0	0.0	2.3872782178276086	0.03166155026656286	399.0,263.0,517.0,423.0	51.0,1617.0,55.0,1617.0
000051	1628	129	TP	0.9995295382754217	0.0	4.676585531571483	0.03188641949458162	413.0,278.0,533.0,440.0	51.0,1628.0,55.0,1628.0
000051	1629	130	TP	0.9998657177386867	0.0	4.184845249987175	0.02654198188113818	414.0,280.0,534.0,442.0	51.0,1629.0,55.0,1629.0
000051	1645	131	TP	0.9988195947275231	0.0	6.284089011968012	0.030247549838517337	427.0,281.0,549.0,445.0	51.0,1645.0,55.0,1645.0
000051	1650	132	TP	0.9999349466562582	0.0	2.2329454214147995	0.028785082385017823	430.0,280.0,552.0,444.0	51.0,1650.0,55.0,1650.0
000051	1673	133	TP	1.0	0.0	4.996709997050973	0.026885391035366874	466.0,280.0,594.0,448.0	51.0,1673.0,55.0,1673.0
000051	1674	134	TP	0.999938256359595	0.0	5.631894551532189	0.018080986295279676	469.0,281.0,597.0,450.0	51.0,1674.0,55.0,1674.0
000051	1687	135	TP	0.999698031163184	0.0	5.851202660661679	0.025509037586359962	471.0,278.0,600.0,448.0	51.0,1687.0,55.0,1687.0
000051	1693	136	TP	0.9998201977824394	0.0	5.566118258901675	0.023466029223472365	472.0,283.0,602.0,454.0	51.0,1693.0,55.0,1693.0
000051	1698	137	TP	0.9995239512049985	0.0	5.777427345367541	0.026139339914010986	473.0,286.0,603.0,459.0	51.0,1698.0,55.0,1698.0
000051	1699	138	TP	0.9995254197069466	0.0	3.7352915237892717	0.0242852498521524	474.0,287.0,604.0,459.0	51.0,1699.0,55.0,1699.0
000051	1700	139	TP	0.99893383877273	0.0	5.260212380741016	0.023838843069048616	474.0,289.0,604.0,462.0	51.0,1700.0,55.0,1700.0
000051	1708	140	TP	0.9996514059958169	0.0	5.549388276414631	0.017063706172488476	479.0,284.0,611.0,459.0	51.0,1708.0,55.0,1708.0
000051	1709	141	TP	0.9939133963248508	0.0	4.982064585384472	0.02000072589508044	479.0,284.0,611.0,458.0	51.0,1709.0,55.0,1709.0
000051	1715	142	TP	0.9998273281915506	0.0	3.6178606164251335	0.023729537154578515	478.0,286.0,610.0,462.0	51.0,1715.0,55.0,1715.0
000051	1717	143	TP	1.0	0.0	4.601845659046941	0.030913438734909753	476.0,288.0,608.0,464.0	51.0,1717.0,55.0,1717.0
000051	1729	144	TP	0.9990373725934315	0.0	2.8712173652759363	0.020982643322956993	477.0,303.0,610.0,480.0	51.0,1729.0,55.0,1729.0
000051	1927	145	TP	1.0	0.0	9.838761012703175	0.00991818984492739	404.0,280.0,567.0,472.0	51.0,1927.0,55.0,1927.0
000053	1	146	TP	0.9992978623810267	0.0	7.177353463865566	0.04452340803280029	229.0,258.0,330.0,415.0	53.0,1.0,57.0,1.0
000053	14	147	TP	0.9983006334002781	0.0	9.0887067432973	0.07817198057750575	200.0,285.0,300.0,443.0	53.0,14.0,57.0,14.0
000053	33	148	TP	0.9985796516408761	0.0	7.544850623190822	0.06197331570620933	163.0,297.0,268.0,457.0	53.0,33.0,57.0,33.0
000053	43	149	TP	0.9972920114337295	0.0	9.47090410751444	0.08709244959432327	155.0,296.0,259.0,456.0	53.0,43.0,57.0,43.0
000053	52	150	TP	0.9973935061066428	0.0	8.117946575427421	0.06869921546702251	133.0,303.0,239.0,464.0	53.0,52.0,57.0,52.0
000053	61	151	TP	0.999261938150417	0.0	10.585695054767212	0.164988866457533	119.0,310.0,227.0,472.0	53.0,61.0,57.0,61.0
000053	75	152	TP	0.9986622073578595	0.0	14.571446571610405	0.24990463776651606	134.0,315.0,242.0,476.0	53.0,75.0,57.0,75.0
000053	84	153	TP	0.9983595555886958	0.0	6.332774379982755	0.12184083494211116	130.0,310.0,238.0,471.0	53.0,84.0,57.0,84.0
000053	93	154	TP	0.9981323771104139	0.0	9.140524919679551	0.0709115331474659	140.0,299.0,247.0,460.0	53.0,93.0,57.0,93.0
000053	103	155	TP	0.9968861547808916	0.0	13.03580947318023	0.17972812355017168	167.0,277.0,273.0,437.0	53.0,103.0,57.0,103.0
000053	111	156	TP	0.9972481271976762	0.0	7.442243043713857	0.11728991959755247	154.0,288.0,259.0,448.0	53.0,111.0,57.0,111.0
000053	118	157	TP	0.9989139709875107	0.0	7.63694360809047	0.13171242284052265	153.0,282.0,257.0,441.0	53.0,118.0,57.0,118.0
000053	123	158	TP	0.9975627014702414	0.0	9.662578394093888	0.14198174064191404	166.0,277.0,269.0,435.0	53.0,123.0,57.0,123.0
000053	126	159	TP	0.9976220672162334	0.0	11.094229698866364	0.11381246505308018	167.0,277.0,269.0,434.0	53.0,126.0,57.0,126.0
000053	131	160	TP	0.9981445627621813	0.0	38.35852390748604	0.3114908192998844	170.0,290.0,271.0,446.0	53.0,131.0,57.0,131.0
000053	135	161	TP	0.9986142810564069	0.0	11.516498325219834	0.13837489969588612	169.0,292.0,269.0,447.0	53.0,135.0,57.0,135.0
000053	138	162	TP	0.9994233462393937	0.0	7.618987134929422	0.03447462214623766	169.0,285.0,269.0,439.0	53.0,138.0,57.0,138.0
000053	139	163	TP	0.997769332452082	0.0	7.316281690770716	0.08358291001502856	172.0,282.0,272.0,436.0	53.0,139.0,57.0,139.0
000053	142	164	TP	0.9993332777731477	0.0	7.839602123736078	0.09583674405881308	175.0,281.0,274.0,434.0	53.0,142.0,57.0,142.0
000053	145	165	TP	0.9997490799598528	0.0	8.169122709318478	0.07960318256775366	167.0,282.0,265.0,434.0	53.0,145.0,57.0,145.0
000053	147	166	TP	0.9979860703197113	0.0	9.221172959878336	0.08172004953473931	164.0,281.0,261.0,434.0	53.0,147.0,57.0,147.0
000053	152	167	TP	0.9991544770440517	0.0	9.291563077403538	0.11273988099766809	154.0,278.0,250.0,430.0	53.0,152.0,57.0,152.0
000053	153	168	TP	0.9999153976311337	0.0	7.3359670295626715	0.0728931704405982	152.0,278.0,248.0,429.0	53.0,153.0,57.0,153.0
000053	155	169	TP	1.0	0.0	8.158362583596395	0.08094392360864792	152.0,277.0,248.0,429.0	53.0,155.0,57.0,155.0
000053	158	170	TP	0.9989751473225724	0.0	8.125318907240732	0.06911773244767257	154.0,278.0,250.0,429.0	53.0,158.0,57.0,158.0
000053	162	171	TP	0.9999141630901287	0.0	9.727130606003678	0.017869322682002718	158.0,276.0,252.0,426.0	53.0,162.0,57.0,162.0
000053	164	172	TP	0.999483204134367	0.0	8.930587744527774	0.07881288855744994	159.0,275.0,253.0,425.0	53.0,164.0,57.0,164.0
000053	165	173	TP	0.9993964996982498	0.0	11.04462876076538	0.10916392879625493	159.0,275.0,254.0,425.0	53.0,165.0,57.0,165.0
000053	167	174	TP	0.9987061157595101	0.0	14.666589648331009	0.13309521804864552	161.0,273.0,255.0,423.0	53.0,167.0,57.0,167.0
